@relation classification
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute class {Good,Bad,}
@data
0.366456,0.202010,209.562821,0.281421,Good
0.388012,0.213893,209.562821,0.241218,Good
0.452681,0.196069,169.646094,0.221116,Good
0.452681,0.205971,209.562821,0.227817,Good
0.344900,0.205971,209.562821,0.232284,Good
0.452681,0.213893,172.972487,0.281421,Good
0.452681,0.213893,179.625275,0.241218,Good
0.388012,0.213893,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.344900,0.178244,209.562821,0.221116,Good
0.452681,0.190127,172.972487,0.232284,Good
0.452681,0.178244,209.562821,0.221116,Good
0.452681,0.213893,191.267654,0.241218,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.213893,221.205200,0.241218,Good
0.452681,0.249542,112.265797,0.281421,Good
0.452681,0.213893,209.562821,0.221116,Good
0.452681,0.133683,112.265797,0.150761,Good
0.452681,0.178244,209.562821,0.221116,Good
0.366456,0.249542,112.265797,0.281421,Good
0.344900,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.344900,0.202010,209.562821,0.201015,Good
0.344900,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.196069,149.687730,0.281421,Good
0.344900,0.249542,209.562821,0.201015,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.281421,Good
0.344900,0.249542,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,179.625275,0.281421,Good
0.373641,0.196069,209.562821,0.281421,Good
0.344900,0.202010,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.227817,Good
0.366456,0.249542,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.214416,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.227817,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,179.625275,0.281421,Good
0.242508,0.249542,179.625275,0.281421,Good
0.452681,0.205971,149.687730,0.221116,Good
0.452681,0.249542,179.625275,0.281421,Good
0.452681,0.202010,179.625275,0.281421,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.242508,0.249542,209.562821,0.241218,Good
0.242508,0.205971,209.562821,0.281421,Good
0.344900,0.223796,149.687730,0.256852,Good
0.242508,0.249542,164.656503,0.281421,Good
0.242508,0.249542,209.562821,0.281421,Good
0.373641,0.190127,209.562821,0.227817,Good
0.452681,0.178244,209.562821,0.281421,Good
0.366456,0.190127,169.646094,0.201015,Good
0.452681,0.213893,209.562821,0.281421,Good
0.452681,0.202010,179.625275,0.221116,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,164.656503,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.227817,Good
0.373641,0.249542,209.562821,0.281421,Good
0.477830,0.249542,172.972487,0.281421,Good
0.452681,0.213893,209.562821,0.281421,Good
0.452681,0.190127,209.562821,0.281421,Good
0.452681,0.213893,209.562821,0.201015,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.201015,Good
0.452681,0.249542,209.562821,0.221116,Good
0.242508,0.249542,179.625275,0.214416,Good
0.373641,0.133683,179.625275,0.150761,Good
0.452681,0.249542,159.666912,0.227817,Good
0.452681,0.249542,179.625275,0.281421,Good
0.388012,0.249542,179.625275,0.281421,Good
0.452681,0.213893,209.562821,0.241218,Good
0.452681,0.202010,179.625275,0.281421,Good
0.366456,0.249542,209.562821,0.281421,Good
0.355678,0.178244,209.562821,0.281421,Good
0.373641,0.249542,209.562821,0.281421,Good
0.388012,0.213893,209.562821,0.281421,Good
0.344900,0.249542,209.562821,0.281421,Good
0.355678,0.249542,209.562821,0.281421,Good
0.366456,0.249542,209.562821,0.281421,Good
0.366456,0.249542,209.562821,0.201015,Good
0.344900,0.202010,209.562821,0.281421,Good
0.355678,0.249542,209.562821,0.281421,Good
0.366456,0.213893,209.562821,0.281421,Good
0.323343,0.205971,209.562821,0.241218,Good
0.388012,0.249542,209.562821,0.214416,Good
0.373641,0.213893,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.258675,0.178244,209.562821,0.281421,Good
0.355678,0.196069,209.562821,0.281421,Good
0.452681,0.178244,209.562821,0.281421,Good
0.373641,0.202010,149.687730,0.221116,Good
0.344900,0.249542,209.562821,0.281421,Good
0.344900,0.202010,209.562821,0.281421,Good
0.323343,0.190127,209.562821,0.281421,Good
0.323343,0.249542,209.562821,0.227817,Good
0.344900,0.249542,209.562821,0.214416,Good
0.355678,0.202010,209.562821,0.281421,Good
0.355678,0.202010,209.562821,0.281421,Good
0.237119,0.202010,209.562821,0.241218,Good
0.366456,0.196069,209.562821,0.281421,Good
0.355678,0.249542,209.562821,0.201015,Good
0.452681,0.196069,209.562821,0.281421,Good
0.323343,0.249542,169.646094,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,169.646094,0.201015,Good
0.452681,0.202010,209.562821,0.281421,Good
0.366456,0.249542,209.562821,0.281421,Good
0.323343,0.249542,209.562821,0.227817,Good
0.366456,0.178244,209.562821,0.201015,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.323343,0.213893,209.562821,0.281421,Good
0.452681,0.190127,169.646094,0.281421,Good
0.452681,0.190127,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.201015,Good
0.373641,0.249542,209.562821,0.281421,Good
0.373641,0.249542,209.562821,0.221116,Good
0.366456,0.202010,209.562821,0.281421,Good
0.344900,0.249542,209.562821,0.281421,Good
0.366456,0.249542,209.562821,0.201015,Good
0.373641,0.178244,209.562821,0.281421,Good
0.355678,0.190127,209.562821,0.281421,Good
0.366456,0.190127,209.562821,0.281421,Good
0.452681,0.213893,209.562821,0.201015,Good
0.452681,0.178244,209.562821,0.180913,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.281421,Good
0.323343,0.196069,209.562821,0.221116,Good
0.452681,0.205971,209.562821,0.201015,Good
0.373641,0.178244,209.562821,0.201015,Good
0.355678,0.213893,179.625275,0.201015,Good
0.452681,0.249542,209.562821,0.281421,Good
0.366456,0.196069,209.562821,0.281421,Good
0.355678,0.249542,179.625275,0.281421,Good
0.373641,0.196069,179.625275,0.221116,Good
0.355678,0.205971,149.687730,0.221116,Good
0.344900,0.213893,179.625275,0.281421,Good
0.366456,0.249542,209.562821,0.281421,Good
0.452681,0.249542,159.666912,0.227817,Good
0.373641,0.196069,209.562821,0.227817,Good
0.344900,0.205971,209.562821,0.221116,Good
0.452681,0.196069,209.562821,0.241218,Good
0.344900,0.249542,169.646094,0.201015,Good
0.323343,0.202010,209.562821,0.281421,Good
0.373641,0.249542,209.562821,0.227817,Good
0.452681,0.249542,159.666912,0.227817,Good
0.388012,0.196069,209.562821,0.221116,Good
0.366456,0.213893,209.562821,0.297055,Good
0.373641,0.249542,209.562821,0.227817,Good
0.373641,0.213893,209.562821,0.281421,Good
0.344900,0.249542,209.562821,0.281421,Good
0.373641,0.190127,169.646094,0.201015,Good
0.452681,0.178244,209.562821,0.221116,Good
0.452681,0.213893,209.562821,0.232284,Good
0.366456,0.213893,169.646094,0.281421,Good
0.344900,0.178244,209.562821,0.221116,Good
0.452681,0.213893,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.178244,209.562821,0.201015,Good
0.366456,0.196069,209.562821,0.201015,Good
0.388012,0.213893,209.562821,0.241218,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.190127,179.625275,0.201015,Good
0.452681,0.190127,209.562821,0.281421,Good
0.388012,0.249542,209.562821,0.214416,Good
0.452681,0.249542,209.562821,0.241218,Good
0.452681,0.178244,149.687730,0.281421,Good
0.452681,0.202010,164.656503,0.201015,Good
0.373641,0.213893,209.562821,0.281421,Good
0.452681,0.190127,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.227817,Good
0.323343,0.178244,179.625275,0.232284,Good
0.366456,0.213893,209.562821,0.227817,Good
0.373641,0.249542,209.562821,0.241218,Good
0.366456,0.202010,209.562821,0.201015,Good
0.323343,0.249542,209.562821,0.214416,Good
0.323343,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.323343,0.202010,209.562821,0.241218,Good
0.323343,0.205971,209.562821,0.201015,Good
0.344900,0.202010,179.625275,0.214416,Good
0.366456,0.196069,209.562821,0.241218,Good
0.452681,0.249542,209.562821,0.201015,Good
0.344900,0.202010,209.562821,0.201015,Good
0.355678,0.196069,209.562821,0.241218,Good
0.323343,0.249542,209.562821,0.281421,Good
0.452681,0.196069,209.562821,0.201015,Good
0.452681,0.178244,209.562821,0.281421,Good
0.344900,0.205971,209.562821,0.227817,Good
0.355678,0.196069,179.625275,0.241218,Good
0.355678,0.202010,209.562821,0.227817,Good
0.452681,0.178244,179.625275,0.281421,Good
0.388012,0.190127,172.972487,0.201015,Good
0.452681,0.196069,209.562821,0.221116,Good
0.452681,0.178244,179.625275,0.227817,Good
0.355678,0.249542,209.562821,0.281421,Good
0.373641,0.178244,209.562821,0.221116,Good
0.323343,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.258675,0.178244,209.562821,0.281421,Good
0.366456,0.213893,179.625275,0.232284,Good
0.366456,0.202010,209.562821,0.201015,Good
0.355678,0.205971,172.972487,0.281421,Good
0.452681,0.178244,209.562821,0.201015,Good
0.413161,0.178244,169.646094,0.281421,Good
0.344900,0.178244,209.562821,0.281421,Good
0.409568,0.249542,209.562821,0.214416,Good
0.409568,0.213893,149.687730,0.281421,Good
0.388012,0.178244,169.646094,0.221116,Good
0.344900,0.196069,209.562821,0.281421,Good
0.452681,0.202010,169.646094,0.281421,Good
0.242508,0.249542,209.562821,0.227817,Good
0.242508,0.213893,164.656503,0.221116,Good
0.355678,0.196069,209.562821,0.214416,Good
0.366456,0.178244,169.646094,0.214416,Good
0.344900,0.249542,169.646094,0.281421,Good
0.242508,0.249542,179.625275,0.281421,Good
0.366456,0.178244,172.972487,0.281421,Good
0.344900,0.190127,172.972487,0.201015,Good
0.344900,0.202010,209.562821,0.281421,Good
0.242508,0.205971,172.972487,0.281421,Good
0.388012,0.190127,209.562821,0.214416,Good
0.388012,0.249542,209.562821,0.281421,Good
0.452681,0.202010,169.646094,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.202010,172.972487,0.227817,Good
0.452681,0.205971,209.562821,0.281421,Good
0.355678,0.178244,209.562821,0.227817,Good
0.452681,0.202010,159.666912,0.227817,Good
0.452681,0.213893,209.562821,0.241218,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.232284,Good
0.355678,0.249542,209.562821,0.241218,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.213893,209.562821,0.281421,Good
0.355678,0.205971,209.562821,0.221116,Good
0.388012,0.249542,164.656503,0.281421,Good
0.366456,0.249542,172.972487,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.232284,Good
0.366456,0.205971,209.562821,0.214416,Good
0.452681,0.202010,209.562821,0.214416,Good
0.388012,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.202010,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.201015,Good
0.452681,0.202010,172.972487,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,172.972487,0.214416,Good
0.452681,0.190127,209.562821,0.214416,Good
0.366456,0.106947,209.562821,0.120609,Good
0.452681,0.196069,209.562821,0.227817,Good
0.452681,0.205971,209.562821,0.232284,Good
0.373641,0.190127,209.562821,0.232284,Good
0.452681,0.190127,209.562821,0.214416,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.214416,Good
0.344900,0.190127,209.562821,0.214416,Good
0.452681,0.190127,172.972487,0.232284,Good
0.355678,0.196069,209.562821,0.281421,Good
0.452681,0.205971,172.972487,0.232284,Good
0.452681,0.178244,172.972487,0.227817,Good
0.452681,0.213893,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.178244,172.972487,0.227817,Good
0.388012,0.202010,172.972487,0.227817,Good
0.452681,0.178244,164.656503,0.201015,Good
0.452681,0.190127,209.562821,0.214416,Good
0.242508,0.196069,179.625275,0.227817,Good
0.452681,0.196069,209.562821,0.241218,Good
0.452681,0.196069,172.972487,0.221116,Good
0.452681,0.249542,164.656503,0.227817,Good
0.452681,0.178244,209.562821,0.221116,Good
0.388012,0.249542,149.687730,0.201015,Good
0.452681,0.178244,209.562821,0.160812,Good
0.452681,0.249542,209.562821,0.241218,Good
0.388012,0.202010,209.562821,0.227817,Good
0.452681,0.196069,169.646094,0.241218,Good
0.452681,0.178244,209.562821,0.227817,Good
0.452681,0.196069,209.562821,0.201015,Good
0.388012,0.160420,209.562821,0.180913,Good
0.355678,0.178244,149.687730,0.221116,Good
0.388012,0.205971,172.972487,0.201015,Good
0.452681,0.190127,209.562821,0.221116,Good
0.323343,0.190127,149.687730,0.227817,Good
0.355678,0.196069,209.562821,0.201015,Good
0.452681,0.178244,179.625275,0.241218,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.249542,149.687730,0.201015,Good
0.366456,0.196069,209.562821,0.180913,Good
0.388012,0.213893,209.562821,0.221116,Good
0.452681,0.213893,209.562821,0.241218,Good
0.452681,0.196069,169.646094,0.201015,Good
0.355678,0.213893,209.562821,0.221116,Good
0.452681,0.196069,209.562821,0.281421,Good
0.452681,0.178244,209.562821,0.221116,Good
0.452681,0.249542,179.625275,0.254619,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.178244,209.562821,0.221116,Good
0.366456,0.190127,179.625275,0.281421,Good
0.452681,0.205971,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.160420,169.646094,0.221116,Good
0.373641,0.196069,164.656503,0.214416,Good
0.452681,0.178244,209.562821,0.227817,Good
0.452681,0.202010,179.625275,0.221116,Good
0.452681,0.178244,209.562821,0.160812,Good
0.452681,0.202010,209.562821,0.214416,Good
0.452681,0.178244,159.666912,0.201015,Good
0.452681,0.196069,209.562821,0.281421,Good
0.452681,0.196069,209.562821,0.214416,Good
0.366456,0.213893,169.646094,0.221116,Good
0.366456,0.196069,172.972487,0.221116,Good
0.452681,0.190127,209.562821,0.281421,Good
0.452681,0.178244,179.625275,0.160812,Good
0.373641,0.213893,209.562821,0.201015,Good
0.452681,0.178244,179.625275,0.221116,Good
0.452681,0.249542,164.656503,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.196069,209.562821,0.214416,Good
0.452681,0.205971,179.625275,0.297055,Good
0.355678,0.227757,209.562821,0.232284,Good
0.413161,0.133683,149.687730,0.150761,Good
0.452681,0.190127,179.625275,0.221116,Good
0.452681,0.213893,179.625275,0.227817,Good
0.452681,0.213893,149.687730,0.241218,Good
0.344900,0.190127,209.562821,0.221116,Good
0.452681,0.205971,179.625275,0.221116,Good
0.344900,0.196069,164.656503,0.281421,Good
0.344900,0.249542,209.562821,0.241218,Good
0.388012,0.213893,149.687730,0.241218,Good
0.452681,0.178244,209.562821,0.160812,Good
0.373641,0.202010,209.562821,0.281421,Good
0.323343,0.213893,179.625275,0.281421,Good
0.323343,0.178244,179.625275,0.281421,Good
0.452681,0.213893,179.625275,0.281421,Good
0.452681,0.202010,149.687730,0.221116,Good
