@relation classification
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute class {Good,Bad,}
@data
0.344900,0.249542,209.562821,0.281421,Good
0.323343,0.130712,209.562821,0.241218,Good
0.323343,0.130712,209.562821,0.221116,Good
0.355678,0.249542,209.562821,0.281421,Good
0.344900,0.249542,209.562821,0.281421,Good
0.344900,0.178244,209.562821,0.241218,Good
0.452681,0.196069,209.562821,0.241218,Good
0.172450,0.213893,164.656503,0.281421,Good
0.452681,0.196069,209.562821,0.221116,Good
0.355678,0.213893,179.625275,0.241218,Good
0.172450,0.263405,159.666912,0.297055,Good
0.388012,0.205971,209.562821,0.281421,Good
0.366456,0.196069,164.656503,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.323343,0.205971,209.562821,0.281421,Good
0.452681,0.249542,179.625275,0.221116,Good
0.388012,0.205971,209.562821,0.281421,Good
0.366456,0.249542,209.562821,0.281421,Good
0.366456,0.196069,209.562821,0.232284,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,179.625275,0.281421,Good
0.405976,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.323343,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.202010,164.656503,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.373641,0.249542,209.562821,0.281421,Good
0.373641,0.249542,209.562821,0.281421,Good
0.355678,0.205971,209.562821,0.241218,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.214416,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.323343,0.202010,149.687730,0.281421,Good
0.452681,0.178244,209.562821,0.201015,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.213893,209.562821,0.281421,Good
0.452681,0.213893,164.656503,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.323343,0.205971,209.562821,0.281421,Good
0.344900,0.196069,209.562821,0.281421,Good
0.323343,0.178244,164.656503,0.241218,Good
0.373641,0.178244,209.562821,0.281421,Good
0.452681,0.190127,209.562821,0.281421,Good
0.452681,0.213893,209.562821,0.232284,Good
0.344900,0.249542,209.562821,0.232284,Good
0.323343,0.202010,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.241218,Good
0.452681,0.178244,209.562821,0.281421,Good
0.323343,0.205971,209.562821,0.281421,Good
0.366456,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.178244,209.562821,0.281421,Good
0.323343,0.205971,209.562821,0.281421,Good
0.344900,0.249542,209.562821,0.232284,Good
0.366456,0.249542,209.562821,0.281421,Good
0.366456,0.249542,209.562821,0.281421,Good
0.373641,0.249542,179.625275,0.281421,Good
0.373641,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.241218,Good
0.373641,0.249542,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.214416,Good
0.373641,0.249542,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.232284,Good
0.373641,0.249542,209.562821,0.221116,Good
0.452681,0.196069,209.562821,0.227817,Good
0.388012,0.249542,209.562821,0.281421,Good
0.344900,0.205971,172.972487,0.281421,Good
0.373641,0.249542,164.656503,0.241218,Good
0.452681,0.202010,172.972487,0.281421,Good
0.452681,0.249542,169.646094,0.241218,Good
0.452681,0.205971,164.656503,0.281421,Good
0.452681,0.249542,164.656503,0.241218,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,164.656503,0.281421,Good
0.452681,0.249542,179.625275,0.281421,Good
0.452681,0.249542,209.562821,0.232284,Good
0.323343,0.249542,179.625275,0.281421,Good
0.452681,0.202010,209.562821,0.281421,Good
0.355678,0.205971,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.281421,Good
0.323343,0.178244,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.202010,164.656503,0.281421,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.178244,164.656503,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.388012,0.249542,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,159.666912,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.201015,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.344900,0.196069,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,179.625275,0.281421,Good
0.452681,0.205971,179.625275,0.227817,Good
0.452681,0.213893,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.241218,Good
0.323343,0.249542,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.227817,Good
0.452681,0.249542,179.625275,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.388012,0.249542,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.201015,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.221116,Good
0.452681,0.249542,209.562821,0.281421,Good
0.344900,0.178244,209.562821,0.201015,Good
0.452681,0.249542,209.562821,0.281421,Good
0.355678,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.373641,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.178244,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.227817,Good
0.452681,0.133683,209.562821,0.150761,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.196069,209.562821,0.241218,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.373641,0.202010,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.202010,209.562821,0.227817,Good
0.452681,0.249542,209.562821,0.281421,Good
0.344900,0.178244,209.562821,0.201015,Good
0.452681,0.249542,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.205971,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.249542,164.656503,0.227817,Good
0.452681,0.205971,209.562821,0.232284,Good
0.452681,0.196069,164.656503,0.281421,Good
0.452681,0.213893,209.562821,0.281421,Good
0.323343,0.249542,209.562821,0.281421,Good
0.452681,0.249542,169.646094,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.133683,209.562821,0.150761,Good
0.452681,0.249542,164.656503,0.281421,Good
0.452681,0.249542,179.625275,0.281421,Good
0.366456,0.225776,209.562821,0.150761,Good
0.344900,0.249542,209.562821,0.281421,Good
0.373641,0.133683,164.656503,0.150761,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.373641,0.196069,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.221116,Good
0.344900,0.263405,179.625275,0.252385,Good
0.452681,0.205971,209.562821,0.281421,Good
0.355678,0.249542,209.562821,0.232284,Good
0.323343,0.249542,209.562821,0.221116,Good
0.373641,0.205971,209.562821,0.201015,Good
0.344900,0.205971,209.562821,0.150761,Good
0.452681,0.178244,169.646094,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.355678,0.249542,209.562821,0.281421,Good
0.355678,0.249542,209.562821,0.281421,Good
0.373641,0.249542,209.562821,0.281421,Good
0.323343,0.190127,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.373641,0.249542,209.562821,0.281421,Good
0.388012,0.249542,209.562821,0.232284,Good
0.452681,0.263405,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.452681,0.196069,169.646094,0.281421,Good
0.355678,0.249542,209.562821,0.281421,Good
0.388012,0.249542,209.562821,0.281421,Good
0.452681,0.202010,209.562821,0.221116,Good
0.452681,0.249542,149.687730,0.281421,Good
0.355678,0.249542,209.562821,0.254619,Good
0.373641,0.263405,209.562821,0.256852,Good
0.452681,0.249542,209.562821,0.281421,Good
0.344900,0.213893,209.562821,0.221116,Good
0.388012,0.196069,209.562821,0.281421,Good
0.452681,0.249542,209.562821,0.256852,Good
0.373641,0.249542,209.562821,0.281421,Good
0.344900,0.249542,209.562821,0.281421,Good
0.355678,0.190127,169.646094,0.281421,Good
0.452681,0.249542,209.562821,0.281421,Good
0.355678,0.196069,159.666912,0.281421,Good
0.452681,0.249542,179.625275,0.281421,Good
0.452681,0.178244,209.562821,0.281421,Good
0.418424,0.304538,204.374163,0.270894,Bad
0.302020,0.226686,155.713648,0.257870,Bad
0.339773,0.226686,160.579699,0.328198,Bad
0.226515,0.288510,204.374163,0.328198,Bad
0.339773,0.288510,145.981545,0.250056,Bad
0.283144,0.288510,204.374163,0.328198,Bad
0.327188,0.206078,204.374163,0.328198,Bad
0.320896,0.288510,204.374163,0.328198,Bad
0.320896,0.288510,204.374163,0.281313,Bad
0.207639,0.288510,204.374163,0.328198,Bad
0.327188,0.288510,160.579699,0.328198,Bad
0.283144,0.247294,175.177854,0.328198,Bad
0.311458,0.247294,204.374163,0.328198,Bad
0.339773,0.206078,145.981545,0.328198,Bad
0.283144,0.233555,204.374163,0.234427,Bad
0.327188,0.206078,145.981545,0.328198,Bad
0.396401,0.247294,204.374163,0.265684,Bad
0.283144,0.154559,204.374163,0.175820,Bad
0.339773,0.288510,204.374163,0.328198,Bad
0.283144,0.154559,155.713648,0.175820,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.396401,0.261033,204.374163,0.346431,Bad
0.302020,0.288510,204.374163,0.328198,Bad
0.396401,0.247294,204.374163,0.328198,Bad
0.302020,0.288510,204.374163,0.281313,Bad
0.302020,0.288510,204.374163,0.328198,Bad
0.311458,0.288510,168.689785,0.328198,Bad
0.311458,0.288510,168.689785,0.328198,Bad
0.396401,0.226686,204.374163,0.328198,Bad
0.396401,0.288510,165.445751,0.328198,Bad
0.327188,0.154559,109.486159,0.175820,Bad
0.327188,0.154559,183.287940,0.175820,Bad
0.396401,0.226686,204.374163,0.281313,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.283144,0.288510,175.177854,0.270894,Bad
0.283144,0.226686,165.445751,0.234427,Bad
0.396401,0.247294,204.374163,0.328198,Bad
0.311458,0.288510,160.579699,0.328198,Bad
0.396401,0.206078,204.374163,0.265684,Bad
0.396401,0.164863,155.713648,0.234427,Bad
0.311458,0.233555,145.981545,0.265684,Bad
0.396401,0.288510,204.374163,0.265684,Bad
0.283144,0.206078,145.981545,0.234427,Bad
0.283144,0.206078,145.981545,0.257870,Bad
0.396401,0.206078,204.374163,0.257870,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.339773,0.206078,204.374163,0.328198,Bad
0.311458,0.288510,204.374163,0.250056,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.311458,0.247294,165.445751,0.257870,Bad
0.283144,0.288510,175.177854,0.328198,Bad
0.283144,0.288510,160.579699,0.270894,Bad
0.283144,0.206078,155.713648,0.257870,Bad
0.302020,0.233555,165.445751,0.187542,Bad
0.283144,0.206078,204.374163,0.281313,Bad
0.396401,0.233555,204.374163,0.265684,Bad
0.283144,0.226686,160.579699,0.234427,Bad
0.283144,0.247294,204.374163,0.281313,Bad
0.302020,0.226686,160.579699,0.257870,Bad
0.396401,0.233555,204.374163,0.234427,Bad
0.396401,0.288510,160.579699,0.328198,Bad
0.283144,0.206078,204.374163,0.234427,Bad
0.396401,0.206078,204.374163,0.328198,Bad
0.396401,0.226686,204.374163,0.257870,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.396401,0.233555,204.374163,0.234427,Bad
0.311458,0.288510,165.445751,0.257870,Bad
0.339773,0.288510,155.713648,0.328198,Bad
0.311458,0.206078,175.177854,0.234427,Bad
0.339773,0.164863,145.981545,0.234427,Bad
0.302020,0.288510,168.689785,0.270894,Bad
0.283144,0.206078,145.981545,0.234427,Bad
0.320896,0.288510,155.713648,0.328198,Bad
0.283144,0.226686,155.713648,0.281313,Bad
0.311458,0.226686,175.177854,0.257870,Bad
0.311458,0.247294,204.374163,0.281313,Bad
0.311458,0.206078,160.579699,0.234427,Bad
0.283144,0.109908,160.579699,0.125028,Bad
0.283144,0.247294,204.374163,0.328198,Bad
0.283144,0.185471,168.689785,0.210985,Bad
0.212358,0.288510,175.177854,0.328198,Bad
0.212358,0.288510,204.374163,0.270894,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.212358,0.288510,204.374163,0.281313,Bad
0.418424,0.288510,204.374163,0.270894,Bad
0.311458,0.288510,204.374163,0.265684,Bad
0.320896,0.288510,160.579699,0.328198,Bad
0.339773,0.288510,204.374163,0.328198,Bad
0.302020,0.288510,204.374163,0.328198,Bad
0.302020,0.288510,204.374163,0.328198,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.361795,0.247294,175.177854,0.328198,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.212358,0.238135,204.374163,0.328198,Bad
0.212358,0.233555,204.374163,0.328198,Bad
0.212358,0.288510,165.445751,0.328198,Bad
0.212358,0.288510,175.177854,0.328198,Bad
0.396401,0.247294,204.374163,0.328198,Bad
0.212358,0.288510,204.374163,0.257870,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.212358,0.288510,175.177854,0.281313,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.396401,0.288510,204.374163,0.250056,Bad
0.212358,0.288510,175.177854,0.328198,Bad
0.212358,0.288510,165.445751,0.328198,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.361795,0.226686,204.374163,0.328198,Bad
0.212358,0.206078,204.374163,0.281313,Bad
0.212358,0.238135,204.374163,0.328198,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.212358,0.238135,204.374163,0.281313,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.212358,0.288510,204.374163,0.328198,Bad
0.396401,0.206078,160.579699,0.257870,Bad
0.396401,0.206078,160.579699,0.257870,Bad
0.396401,0.226686,175.177854,0.257870,Bad
0.396401,0.123647,204.374163,0.091166,Bad
0.396401,0.247294,175.177854,0.257870,Bad
0.396401,0.226686,160.579699,0.257870,Bad
0.396401,0.164863,145.981545,0.171913,Bad
0.339773,0.185471,155.713648,0.171913,Bad
0.302020,0.164863,204.374163,0.151075,Bad
0.396401,0.206078,175.177854,0.257870,Bad
0.396401,0.206078,204.374163,0.234427,Bad
0.396401,0.288510,165.445751,0.328198,Bad
0.396401,0.219817,155.713648,0.250056,Bad
0.327188,0.206078,175.177854,0.210985,Bad
0.283144,0.132806,155.713648,0.270894,Bad
0.396401,0.206078,155.713648,0.234427,Bad
0.311458,0.219817,204.374163,0.265684,Bad
0.396401,0.288510,204.374163,0.270894,Bad
0.396401,0.233555,145.981545,0.270894,Bad
0.283144,0.206078,204.374163,0.328198,Bad
0.396401,0.247294,204.374163,0.234427,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.396401,0.226686,204.374163,0.257870,Bad
0.396401,0.258743,184.909957,0.296941,Bad
0.339773,0.151124,175.177854,0.234427,Bad
0.327188,0.206078,145.981545,0.210985,Bad
0.396401,0.206078,175.177854,0.119818,Bad
0.396401,0.206078,168.689785,0.151075,Bad
0.396401,0.288510,165.445751,0.281313,Bad
0.396401,0.226686,204.374163,0.281313,Bad
0.396401,0.288510,204.374163,0.270894,Bad
0.396401,0.233555,204.374163,0.328198,Bad
0.396401,0.233555,204.374163,0.328198,Bad
0.396401,0.288510,204.374163,0.234427,Bad
0.396401,0.288510,165.445751,0.270894,Bad
0.396401,0.233555,168.689785,0.234427,Bad
0.396401,0.206078,204.374163,0.328198,Bad
0.396401,0.238135,204.374163,0.234427,Bad
0.396401,0.233555,204.374163,0.257870,Bad
0.396401,0.247294,204.374163,0.328198,Bad
0.396401,0.288510,204.374163,0.281313,Bad
0.396401,0.206078,204.374163,0.328198,Bad
0.396401,0.247294,155.713648,0.281313,Bad
0.212358,0.288510,165.445751,0.270894,Bad
0.212358,0.247294,204.374163,0.265684,Bad
0.212358,0.288510,168.689785,0.250056,Bad
0.212358,0.247294,204.374163,0.328198,Bad
0.327188,0.247294,168.689785,0.234427,Bad
0.212358,0.206078,204.374163,0.328198,Bad
0.396401,0.226686,204.374163,0.328198,Bad
0.396401,0.206078,204.374163,0.328198,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.320896,0.288510,204.374163,0.328198,Bad
0.339773,0.219817,204.374163,0.328198,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.327188,0.288510,204.374163,0.265684,Bad
0.283144,0.288510,204.374163,0.265684,Bad
0.283144,0.288510,204.374163,0.265684,Bad
0.311458,0.288510,204.374163,0.328198,Bad
0.327188,0.288510,204.374163,0.265684,Bad
0.327188,0.288510,204.374163,0.234427,Bad
0.283144,0.226686,204.374163,0.328198,Bad
0.327188,0.288510,165.445751,0.265684,Bad
0.396401,0.233555,160.579699,0.328198,Bad
0.320896,0.233555,204.374163,0.234427,Bad
0.311458,0.288510,168.689785,0.328198,Bad
0.320896,0.288510,204.374163,0.265684,Bad
0.302020,0.288510,204.374163,0.328198,Bad
0.302020,0.219817,155.713648,0.328198,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.396401,0.288510,204.374163,0.281313,Bad
0.320896,0.288510,175.177854,0.281313,Bad
0.302020,0.288510,204.374163,0.281313,Bad
0.283144,0.233555,204.374163,0.328198,Bad
0.302020,0.238135,204.374163,0.328198,Bad
0.283144,0.238135,204.374163,0.328198,Bad
0.327188,0.226686,204.374163,0.328198,Bad
0.311458,0.233555,204.374163,0.328198,Bad
0.311458,0.288510,204.374163,0.250056,Bad
0.302020,0.226686,204.374163,0.328198,Bad
0.212358,0.226686,175.177854,0.250056,Bad
0.396401,0.288510,204.374163,0.328198,Bad
0.302020,0.288510,175.177854,0.328198,Bad
0.212358,0.288510,204.374163,0.270894,Bad
0.396401,0.233555,168.689785,0.281313,Bad
0.396401,0.288510,204.374163,0.270894,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.327188,0.247294,160.579699,0.328198,Bad
0.302020,0.288510,204.374163,0.328198,Bad
0.212358,0.219817,204.374163,0.257870,Bad
0.302020,0.288510,165.445751,0.328198,Bad
0.418424,0.288510,204.374163,0.265684,Bad
0.396401,0.288510,145.981545,0.328198,Bad
0.320896,0.206078,145.981545,0.328198,Bad
0.396401,0.288510,160.579699,0.328198,Bad
0.396401,0.233555,145.981545,0.328198,Bad
0.212358,0.288510,175.177854,0.250056,Bad
0.327188,0.288510,168.689785,0.281313,Bad
0.396401,0.226686,204.374163,0.281313,Bad
0.320896,0.206078,160.579699,0.281313,Bad
0.396401,0.288510,204.374163,0.281313,Bad
0.320896,0.219817,204.374163,0.234427,Bad
0.302020,0.288510,165.445751,0.234427,Bad
0.396401,0.288510,204.374163,0.265684,Bad
0.396401,0.288510,145.981545,0.250056,Bad
0.327188,0.206078,204.374163,0.265684,Bad
0.302020,0.288510,204.374163,0.328198,Bad
0.212358,0.206078,168.689785,0.328198,Bad
0.302020,0.226686,204.374163,0.328198,Bad
0.396401,0.206078,165.445751,0.328198,Bad
0.302020,0.219817,204.374163,0.234427,Bad
0.418424,0.288510,145.981545,0.328198,Bad
0.320896,0.288510,204.374163,0.328198,Bad
0.144718,0.288510,160.579699,0.328198,Bad
0.212358,0.233555,145.981545,0.270894,Bad
0.339773,0.288510,204.374163,0.281313,Bad
0.311458,0.288510,175.177854,0.270894,Bad
0.302020,0.288510,175.177854,0.328198,Bad
0.302020,0.288510,160.579699,0.328198,Bad
0.327188,0.288510,204.374163,0.328198,Bad
0.396401,0.219817,204.374163,0.328198,Bad
0.355503,0.233555,155.713648,0.328198,Bad
0.339773,0.233555,175.177854,0.257870,Bad
0.283144,0.288510,145.981545,0.265684,Bad
0.144718,0.233555,175.177854,0.281313,Bad
0.320896,0.206078,168.689785,0.328198,Bad
0.396401,0.288510,204.374163,0.265684,Bad
0.302020,0.247294,204.374163,0.234427,Bad
0.302020,0.288510,204.374163,0.257870,Bad
0.327188,0.206078,155.713648,0.328198,Bad
0.327188,0.288510,204.374163,0.265684,Bad
0.283144,0.288510,168.689785,0.270894,Bad
0.358649,0.288510,204.374163,0.250056,Bad
0.327188,0.288510,204.374163,0.234427,Bad
0.339773,0.288510,160.579699,0.270894,Bad
0.358649,0.288510,165.445751,0.265684,Bad
0.151010,0.206078,165.445751,0.328198,Bad
0.283144,0.238135,155.713648,0.234427,Bad
0.283144,0.288510,204.374163,0.270894,Bad
0.327188,0.288510,165.445751,0.270894,Bad
0.361795,0.288510,165.445751,0.250056,Bad
0.320896,0.238135,204.374163,0.265684,Bad
0.339773,0.219817,204.374163,0.265684,Bad
0.396401,0.238135,204.374163,0.234427,Bad
0.396401,0.206078,204.374163,0.234427,Bad
0.396401,0.219817,175.177854,0.250056,Bad
0.396401,0.164863,204.374163,0.187542,Bad
0.339773,0.238135,204.374163,0.270894,Bad
0.302020,0.233555,204.374163,0.265684,Bad
0.396401,0.233555,204.374163,0.265684,Bad
0.311458,0.233555,204.374163,0.265684,Bad
0.396401,0.233555,204.374163,0.265684,Bad
0.396401,0.206078,204.374163,0.234427,Bad
0.396401,0.219817,204.374163,0.250056,Bad
0.396401,0.233555,204.374163,0.265684,Bad
0.396401,0.233555,204.374163,0.265684,Bad
0.327188,0.226686,204.374163,0.234427,Bad
0.302020,0.247294,168.689785,0.281313,Bad
0.396401,0.206078,168.689785,0.234427,Bad
0.396401,0.219817,168.689785,0.250056,Bad
0.320896,0.219817,204.374163,0.250056,Bad
0.320896,0.219817,204.374163,0.250056,Bad
0.320896,0.206078,204.374163,0.265684,Bad
